stamp_ns,x,y,z,qx,qy,qz,qw
1790244985462057113,1.887339706343279,2.5319820780493885,0.09727018007602754,0.0011281771031355636,-0.010327373056522773,0.7986384765991562,0.6017214108515528
1790244985562067270,1.8724581982439719,2.5744752136289035,0.0797669976541192,0.001075564943174492,-0.010424797403062529,0.8046575967869272,0.5936466277945741
1790244985662052392,1.8629390299446205,2.611816218401566,0.04973561385539124,0.0009154460436683477,-0.010270590579090437,0.8106221896164072,0.5854787294418284
1790244985762072324,1.8457743866192935,2.6473966873821513,0.018797944658978993,0.0008392053139308696,-0.010141872189736629,0.8162549636597474,0.577602174912256
1790244985862067222,1.8367563620640774,2.6822018654068387,0.000723238940755975,0.0007602422244757428,-0.010184197152907998,0.8219694327439561,0.5694400370489391
1790244985962057113,1.8251092581658295,2.71826055497655,0.0009341996746836876,0.0005095323439648539,-0.010193443189329477,0.8275038468829192,0.5613672750404245
1790244986062057256,1.8075052631506145,2.75521862526662,0.022438761890183543,0.000565932534135821,-0.010182096692370673,0.8332105953997454,0.5528617443272021
1790244986162067174,1.7926932143316743,2.791741246869282,0.05154375508293751,0.00037868896099652147,-0.010282140067472426,0.8387043487449278,0.5444898066871798
1790244986262067317,1.7798591811089866,2.8260452056091716,0.08266887864314357,0.0002613231707428269,-0.010279681115501647,0.844117217500079,0.5360600553910715
1790244986362057209,1.7587172775614905,2.862642616227692,0.10098788291927815,3.5295870251096066e-05,-0.0102197276105354,0.8493570848448193,0.5277197157064218
1790244986462072134,1.7379704714157758,2.8987524625540684,0.10157297413495968,0.0001355614348193143,-0.01024889473981862,0.8547656062545875,0.5189129986264712
1790244986562057256,1.7188698056322969,2.933730638416421,0.08399663673834869,0.00011660093542378612,-0.010345738344132709,0.8598433061715137,0.5104531721264426
1790244986662062168,1.6999493698740722,2.9677447365899616,0.05317976549019358,-0.00011405115890972744,-0.010193946264495723,0.8650728714387131,0.5015426178823128
1790244986762067317,1.6794442555157028,3.004328446901689,0.02348564875662625,-8.737674828758782e-05,-0.010025007793735398,0.8700080260906872,0.4929356206660475
1790244986862057209,1.660874201589774,3.03605876084125,0.0043562839250203865,-0.00015642826641181385,-0.010053029798136933,0.8747502917928663,0.48446964727417546
1790244986962067127,1.6379259328007083,3.070482959848738,0.005589199869724238,-0.0003751549657256852,-0.010341405406777497,0.8796191377909452,0.4755660700938092
1790244987062072277,1.617678802943575,3.0988899817173454,0.02701871937461403,-0.000446615306983453,-0.010238277081270671,0.8842408497696779,0.46691872720566746
