stamp_ns,header_stamp_ns,x,y,z,qx,qy,qz,qw
1790245363879584178,1790244990162062168,0.6607340086744623,3.8353280820082434,0.05891161971157414,-0.003623707881241139,-0.009527066417621358,0.9845233446848638,0.1749568161479386
1790245363979178857,1790244990262067317,0.6229964735707371,3.8517444789930266,0.08978417021732624,-0.0035239071720758915,-0.009778770536537616,0.9861911348940109,0.1652846126562387
1790245364077244874,1790244990362067222,0.5837411858914904,3.861972739371412,0.1077042455164429,-0.003676860432772439,-0.009641195763406323,0.9878171627325041,0.15527646651097513
1790245364180021668,1790244990462072134,0.5447430754093441,3.8720569204465853,0.10569347000456755,-0.0038248680545769033,-0.009727378821881868,0.9893499050244434,0.14518096952824983
1790245364279657262,1790244990562067270,0.5062826376059005,3.881091323656927,0.08696650644957243,-0.003925181022755677,-0.009517908350578563,0.9907610929542818,0.13522743457604935
1790245364379318868,1790244990662062168,0.47184772036324923,3.891238556266701,0.056679531236886606,-0.0039729651176326,-0.009408318068563997,0.992035584671032,0.12554321106736632
1790245364478448342,1790244990762072324,0.43287430720145553,3.9029648343685825,0.02766572753691939,-0.004138804237739881,-0.009456750348569264,0.9932426705874123,0.1155960098624332
1790245364577687421,1790244990862072229,0.392867319073746,3.9138429901907275,0.008885865753426184,-0.004175694538848546,-0.00947753546174381,0.9943546784455003,0.10560072608479815
1790245364678535681,1790244990962062120,0.3547872942252018,3.9213567562655434,0.0074320679741894735,-0.00425722715611797,-0.009354790377666788,0.9953676198133796,0.09559113630654903
1790245364777612924,1790244991062067270,0.3164903189004337,3.9221421948122983,0.025105498327464226,-0.004378327932514574,-0.009194258696848008,0.9962879616710862,0.08547861299880544
1790245364879994609,1790244991162072181,0.27354113931926527,3.930533371865771,0.056612313834860345,-0.004417103170692847,-0.009186790179447306,0.997093799399788,0.0754986574957873
1790245364980440550,1790244991262072324,0.23597523599437936,3.936701510430051,0.08600817569739976,-0.004644833495349728,-0.009211213653256238,0.9977930723376681,0.06559393157282827
1790245365076854388,1790244991362057209,0.1979577614891976,3.9385945083362595,0.10372545199499886,-0.0048734244448055564,-0.009218054359694403,0.9983951812912941,0.05566272704162062
1790245365179333332,1790244991462072134,0.159829709219781,3.949759950855621,0.1049201782926803,-0.004636823664909991,-0.00927098089344833,0.9988982348767036,0.045769696734405174
1790245365278500633,1790244991562067270,0.1174752501230898,3.9478434539392615,0.0863725766441771,-0.004885080956814934,-0.009171007181018242,0.9993046645226781,0.03580804482135704
1790245365377448889,1790244991662072181,0.07929376488468143,3.946152669090275,0.053631264133155665,-0.004892473423380043,-0.009023629868026838,0.9996165365896875,0.025718040042309855
1790245365479581096,1790244991762072324,0.0414179216721755,3.950955580356848,0.021636425117994962,-0.005128974107310362,-0.008867111634970788,0.9998237239529467,0.015734960314113155
1790245365578777801,1790244991862062215,0.0011560759173157816,3.951723378885077,0.006261594752157045,-0.005049471970021282,-0.00887848561586781,0.9999323778863755,0.005560124085842517
1790245365677915950,1790244991962067127,-0.04091751235487949,3.9542414225268643,0.004616478586456956,-0.005145755360203417,-0.00878492899459181,0.9999382205912679,-0.004461078844140145
1790245365778818527,1790244992062062263,-0.07816094315172059,3.953224163024313,0.02227240747354059,-0.0053265917697211266,-0.008784498825912595,0.9998472081936538,-0.014142852159304688
1790245365878358423,1790244992162067174,-0.11768462782122913,3.950319107506048,0.05183576758996818,-0.005297213717150964,-0.00876558687781401,0.9996525392567602,-0.02428795525317063
1790245365980189137,1790244992262067317,-0.15712416348615116,3.946661808065338,0.08215854511132882,-0.005646306133175887,-0.008739811756475499,0.9993579716876942,-0.03428380581427808
1790245366081983119,1790244992362062215,-0.1953957562679482,3.938138507911663,0.10111923913929399,-0.005468247820720353,-0.00879351390141536,0.9989772236009389,-0.044014532883286495
1790245366179956939,1790244992462062120,-0.23729930973185576,3.937512506613915,0.09870747817086335,-0.005627920713135453,-0.008488778650892405,0.9984728344799879,-0.05429793688799743
1790245366280247287,1790244992562067270,-0.27775015709440826,3.9366654478488923,0.08160567453022514,-0.005795184805584888,-0.008587459801272403,0.9978717103975574,-0.06437950725822628
1790245366380959319,1790244992662072181,-0.3152686467460711,3.930803845776966,0.0490850189363011,-0.005831026666516816,-0.008475603785507718,0.9971815703067782,-0.07431742129755936
